152,24377
173,24487
174,24427
178,24504
184,24537
185,24608
187,24554
190,24712
193,24576
199,24702
201,24756
205,24296
206,24885
208,24962
210,24998
211,25030
212,24761
214,24829
217,24812
218,24245
223,24367
229,24179
229,25141
234,24233
236,24192
241,24053
242,24127
243,23872
249,24446
251,25249
252,25338
260,25387
263,23945
268,25403
270,23889
281,24071
283,23988
284,25523
289,24193
294,24800
299,23919
299,24188
308,24820
309,23816
313,25655
315,23866
317,25604
318,24745
319,25697
321,25146
327,25056
330,23622
339,23703
339,25833
342,24153
343,25802
344,24581
347,24189
356,23522
358,23738
362,24368
364,25895
370,24389
376,25803
377,25583
380,23388
387,23314
387,25800
389,25995
391,24152
397,23662
399,23644
405,23383
413,24766
416,25996
417,23240
417,24205
417,26055
421,25284
422,26150
424,23256
426,24661
428,26018
433,25412
435,23199
435,23741
436,26244
437,26197
451,25832
456,23008
457,23589
466,24305
466,26333
467,24062
468,26341
479,24379
483,26368
486,25013
488,24664
491,25553
509,22891
512,26450
520,22865
544,24359
546,26056
549,22752
550,23878
553,24785
558,26564
562,23458
569,23013
570,26341
574,26428
577,23969
578,23674
588,23478
593,25692
594,22625
601,24126
604,23499
604,25850
608,22458
609,26690
610,26182
611,22676
614,22565
615,26125
617,22543
618,25536
619,26743
620,25999
620,26533
627,23506
629,26716
630,26780
632,22489
638,22422
638,23977
642,25019
646,26482
648,24799
651,22318
653,25258
655,26828
659,26758
661,24597
661,26313
663,22866
664,22754
665,22287
669,26382
674,22095
674,26109
680,22172
680,26243
684,22144
686,22612
689,22063
696,23086
696,24810
700,22051
700,26486
703,22256
706,25232
711,22107
711,24448
716,26974
719,26810
720,25597
720,25617
724,25589
727,26822
728,25540
731,21999
731,22105
733,26017
744,21925
745,21945
752,22938
753,24675
756,23294
756,23885
757,27079
758,27120
763,24577
766,27105
769,27150
770,21833
770,26776
772,27157
773,21874
777,23474
777,24064
781,25337
788,22288
792,26540
798,22253
800,21763
800,27012
800,27204
803,22274
805,26925
815,24037
817,21677
820,25284
823,21834
824,24383
825,26936
832,26200
833,27042
833,27051
835,27266
841,24872
854,27288
855,27218
858,21601
861,23348
870,24554
872,22815
874,23636
875,21602
879,25179
880,24696
880,25287
881,23227
881,26892
882,26738
888,27332
893,27340
894,24994
895,27061
910,26303
914,23525
915,21857
915,25960
916,25096
924,26628
928,26539
928,27385
932,23803
932,24541
935,27402
936,25664
940,21457
941,27028
942,24736
942,26187
945,23764
947,23073
948,26544
949,21835
952,26662
955,24874
955,25863
959,24807
960,21452
965,25852
969,22680
971,25391
978,24290
982,24674
984,24585
985,24457
989,25862
990,25024
992,21336
993,24944
994,25434
994,25701
995,24362
998,25960
1003,25031
1003,25626
1016,24828
1016,25128
1016,27263
1017,27382
1022,24113
1024,21526
1024,27537
1029,21464
1030,24760
1031,27563
1039,25700
1040,21235
1042,27583
1047,27427
1048,24995
1049,21221
1049,27486
1055,24500
1059,25806
1060,25294
1060,25415
1064,25327
1065,25649
1066,21912
1066,26191
1069,21149
1069,24442
1069,25634
1071,24147
1072,25810
1076,26174
1077,21851
1077,22184
1077,24605
1077,25459
1077,26211
1078,27628
1087,27601
1092,25770
1093,23991
1093,24004
1094,24944
1095,22174
1096,26036
1100,24825
1102,22237
1102,26117
1104,26577
1104,27624
1108,27140
1110,26424
1111,23590
1112,24247
1115,26352
1116,26311
1118,27140
1120,24154
1121,21030
1121,21568
1121,25077
1122,27231
1124,21641
1125,25857
1126,24631
1127,23085
1127,25420
1128,25705
1129,21564
1129,25375
1131,20950
1131,26932
1132,25041
1133,21002
1139,25568
1141,21261
1145,27411
1147,23812
1149,22330
1150,20924
1151,26665
1152,25900
1155,25946
1156,25285
1157,27733
1165,27653
1166,23241
1167,22356
1171,24317
1171,24847
1172,36621
1175,26309
1178,21680
1179,27818
1180,20907
1181,24753
1182,25234
1186,26784
1187,36894
1189,36906
1190,36659
1191,27205
1191,27846
1192,20892
1193,24507
1193,36673
1195,21767
1199,24540
1201,26265
1202,36518
1203,24986
1205,21435
1207,26513
1207,36503
1207,36743
1208,20815
1210,24154
1212,23251
1213,36461
1213,36971
1214,26391
1214,26574
1217,36281
1217,36437
1217,36988
1219,25539
1220,24158
1224,36832
1225,24430
1227,22346
1227,36394
1227,36616
1228,24284
1230,24484
1232,23628
1233,21872
1234,24822
1234,36339
1235,22243
1236,36320
1237,36241
1238,25581
1238,26584
1238,27552
1238,36291
1240,24669
1240,25646
1240,26135
1242,25922
1242,26353
1243,26209
1244,23286
1245,24552
1245,26291
1251,20767
1254,27883
1255,25367
1256,23771
1256,25755
1257,26414
1260,27894
1260,36070
1260,37099
1263,25396
1263,36092
1264,23865
1264,24614
1264,27927
1267,37130
1269,21020
1269,22021
1270,36213
1274,25010
1276,35879
1277,20677
1277,25124
1278,35988
1279,26876
1280,20760
1280,24770
1280,25350
1282,26476
1283,20699
1283,22743
1285,24674
1286,25725
1287,26897
1290,22351
1290,26904
1293,21054
1294,36150
1296,21461
1298,25514
1300,27734
1300,27741
1302,35872
1304,25828
1305,24831
1305,25648
1305,26555
1305,37234
1306,23028
1307,21938
1310,21430
1310,25983
1310,27395
1313,25358
1313,28016
1315,24580
1316,26676
1319,23029
1323,25159
1325,20612
1326,27030
1328,22058
1328,28085
1332,26745
1332,28093
1342,24186
1345,24867
1346,20961
1349,21921
1349,23903
1350,24974
